date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2016-08-28 00:00:00,23.1,19,28.9,0,,,,,,
2016-08-29 00:00:00,22.1,17.6,29.2,0,,,,,,
2016-08-30 00:00:00,21.6,17.6,28.2,0,,,,,,
2016-08-31 00:00:00,22,17.8,27.8,0,,,,,,
2016-09-01 00:00:00,23.4,17.8,29.8,0,,,,,,
2016-09-02 00:00:00,24.7,19.3,30.5,0,,,,,,
2016-09-03 00:00:00,25.6,20.6,31.1,0,,,,,,
2016-09-04 00:00:00,28.1,21.3,35.2,0,,,,,,
2016-09-05 00:00:00,30.9,23.2,38,0,,,,,,
2016-09-06 00:00:00,28.6,23.1,34.7,0,,,,,,
2016-09-07 00:00:00,22.9,19.6,27.6,0,,,,,,
2016-09-08 00:00:00,20.9,17.8,25,0,,,,,,
2016-09-09 00:00:00,21.3,17.7,26.3,0,,,,,,
2016-09-10 00:00:00,22.3,17,26.8,0,,,,,,
2016-09-11 00:00:00,24,19.5,30.4,0,,,,,,
2016-09-12 00:00:00,22.3,18.4,28.4,0,,,,,,
2016-09-13 00:00:00,19.9,17.2,23.6,12.3,,,,,,
2016-09-14 00:00:00,18.7,15.4,22.6,0,,,,,,
2016-09-15 00:00:00,19.2,15.4,23.8,0.6,,,,,,
2016-09-16 00:00:00,20.2,16.2,24.8,0,,,,,,
2016-09-17 00:00:00,23.2,17.9,29.5,0,,,,,,
2016-09-18 00:00:00,23.9,19.4,29.1,0,,,,,,
2016-09-19 00:00:00,22.7,17.1,29.5,0,,,,,,
2016-09-20 00:00:00,19.7,15.6,25.6,0,,,,,,
2016-09-21 00:00:00,19.1,16.2,23.8,0,,,,,,
2016-09-22 00:00:00,18.5,15.2,22.5,0,,,,,,
2016-09-23 00:00:00,23.3,16.3,26.7,0,,,,,,
2016-09-24 00:00:00,20.3,16,26,0,,,,,,
2016-09-25 00:00:00,20.6,17.2,25.2,0.1,,,,,,
2016-09-26 00:00:00,19.6,16.1,24.7,0,,,,,,
2016-09-27 00:00:00,23.7,18.5,30.2,0,,,,,,
2016-09-28 00:00:00,26.7,19.8,31.8,0,,,,,,
2016-09-29 00:00:00,23.7,18.7,28.5,0,,,,,,
2016-09-30 00:00:00,22.1,18,27.6,0,,,,,,
2016-10-01 00:00:00,19.3,15.9,23.6,0,,,,,,
2016-10-02 00:00:00,18.4,14.8,22.4,0,,,,,,
2016-10-03 00:00:00,18.3,13.9,23.3,0,,,,,,
2016-10-04 00:00:00,19.7,15,25.8,0,,,,,,
2016-10-05 00:00:00,21.6,15.6,28.6,0,,,,,,
2016-10-06 00:00:00,19.6,15.5,25.7,0,,,,,,
2016-10-07 00:00:00,18.6,14.2,23.2,0,,,,,,
2016-10-08 00:00:00,19.3,16.4,24.5,0,,,,,,
2016-10-09 00:00:00,18.1,15.8,23.5,0,,,,,,
2016-10-10 00:00:00,17.4,14.3,22,0,,,,,,
2016-10-11 00:00:00,17.4,14.2,21.6,4.7,,,,,,
2016-10-12 00:00:00,16.4,14.5,20.6,7.3,,,,,,
2016-10-13 00:00:00,16.3,13.1,20.6,0,,,,,,
2016-10-14 00:00:00,16.8,13.2,21.6,0,,,,,,
2016-10-15 00:00:00,17.1,15,20.8,10,,,,,,
2016-10-16 00:00:00,17.8,15.6,21.2,0,,,,,,
2016-10-17 00:00:00,17.9,16.2,20.4,1.8,,,,,,
2016-10-18 00:00:00,22.4,17,26,0,,,,,,
2016-10-19 00:00:00,20.2,18.5,24.8,0,,,,,,
2016-10-20 00:00:00,18.3,16.1,22.8,0,,,,,,
2016-10-21 00:00:00,17.5,15.9,19.6,1.9,,,,,,
2016-10-22 00:00:00,18.3,15.7,20.4,7.4,,,,,,
2016-10-23 00:00:00,16.1,13.4,19.2,5.1,,,,,,
2016-10-24 00:00:00,15.8,13.2,18.8,10.7,,,,,,
2016-10-25 00:00:00,18.5,14.9,21.4,5.1,,,,,,
2016-10-26 00:00:00,21,17,24.2,0,,,,,,
2016-10-27 00:00:00,23.5,18.8,26.1,0,,,,,,
2016-10-28 00:00:00,23.7,20.2,27.4,0,,,,,,
2016-10-29 00:00:00,22.2,19,25.6,0,,,,,,
2016-10-30 00:00:00,20.1,16.8,24,0,,,,,,
2016-10-31 00:00:00,19.1,14.8,23.4,0,,,,,,
2016-11-01 00:00:00,19.2,15.4,22.1,0,,,,,,
2016-11-02 00:00:00,18.1,16.1,21.8,2,,,,,,
2016-11-03 00:00:00,18.2,15.5,21.9,0,,,,,,
2016-11-04 00:00:00,17.6,15.7,20.6,3.1,,,,,,
2016-11-05 00:00:00,15.8,12.9,20,8.2,,,,,,
2016-11-06 00:00:00,,11.2,16.8,0,,,,,,
2016-11-07 00:00:00,13.5,10.2,15.4,0,,,,,,
2016-11-08 00:00:00,12.8,10,17.7,0,,,,,,
2016-11-09 00:00:00,15.9,12.2,18.9,0.4,,,,,,
2016-11-10 00:00:00,14.7,12.5,18.6,0,,,,,,
2016-11-11 00:00:00,15.7,11.4,16.6,0,,,,,,
2016-11-12 00:00:00,16.8,13.7,19.5,7.6,,,,,,
2016-11-13 00:00:00,16.9,13.5,19.6,0,,,,,,
2016-11-14 00:00:00,15.9,13.5,19,0,,,,,,
2016-11-15 00:00:00,16.4,11.7,18.2,0,,,,,,
2016-11-16 00:00:00,15.3,11.8,19.2,0,,,,,,
2016-11-17 00:00:00,15.8,11.1,19.9,0,,,,,,
2016-11-18 00:00:00,15.3,12.9,18.5,1.4,,,,,,
2016-11-19 00:00:00,14.9,11.1,19.7,9,,,,,,
2016-11-20 00:00:00,16.4,13.5,17,35.4,,,,,,
2016-11-21 00:00:00,12.6,10.7,17.8,13.9,,,,,,
2016-11-22 00:00:00,10.7,9.6,14,0.5,,,,,,
2016-11-23 00:00:00,11.3,9,14.8,0,,,,,,
2016-11-24 00:00:00,11.3,8.3,16.4,15.6,,,,,,
2016-11-25 00:00:00,12.9,10,15.4,26.5,,,,,,
2016-11-26 00:00:00,11.4,10.5,14.4,13.6,,,,,,
2016-11-27 00:00:00,12.3,10.1,15.9,0.5,,,,,,
2016-11-28 00:00:00,14.1,11.2,18.4,0,,,,,,
2016-11-29 00:00:00,12.5,9.4,15,0,,,,,,
2016-11-30 00:00:00,13.6,9.7,15.2,7.2,,,,,,
2016-12-01 00:00:00,13.4,12.2,15.1,7,,,,,,
2016-12-02 00:00:00,12.7,10.6,15,0.7,,,,,,
2016-12-03 00:00:00,14.4,10.5,15.4,36.5,,,,,,
2016-12-04 00:00:00,14.6,13.7,16.2,15,,,,,,
2016-12-05 00:00:00,17.2,13.2,18.4,0,,,,,,
2016-12-06 00:00:00,14.9,12.8,18.6,0,,,,,,
2016-12-07 00:00:00,14.1,12,15.5,0,,,,,,
2016-12-08 00:00:00,12.6,10.8,16.6,0,,,,,,
2016-12-09 00:00:00,16.2,10.7,19.3,0,,,,,,
2016-12-10 00:00:00,14.7,11.2,17.6,0,,,,,,
2016-12-11 00:00:00,14.4,11.5,18.2,0,,,,,,
2016-12-12 00:00:00,14.1,10.6,16.8,0,,,,,,
2016-12-13 00:00:00,12.2,9.8,14.1,0,,,,,,
2016-12-14 00:00:00,13.4,11.6,16.1,16.1,,,,,,
2016-12-15 00:00:00,12,9.8,15.4,9.1,,,,,,
2016-12-16 00:00:00,10.7,8.3,12.2,8.7,,,,,,
2016-12-17 00:00:00,13.2,8.3,15.6,0,,,,,,
2016-12-18 00:00:00,13.1,11.4,14.7,0,,,,,,
2016-12-19 00:00:00,12.4,10.5,16.3,0,,,,,,
2016-12-20 00:00:00,10.7,6.6,15.1,0,,,,,,
2016-12-21 00:00:00,11.6,7,14.7,0,,,,,,
2016-12-22 00:00:00,11.4,8.3,14.7,0,,,,,,
2016-12-23 00:00:00,12,8.5,15.6,0,,,,,,
2016-12-24 00:00:00,12.4,8.8,15,0,,,,,,
2016-12-25 00:00:00,12.1,9.2,15,0,,,,,,
2016-12-26 00:00:00,11.5,8.5,13.8,0,,,,,,
2016-12-27 00:00:00,10.6,7.4,13.4,0,,,,,,
2016-12-28 00:00:00,11.5,7.4,14.2,0,,,,,,
2016-12-29 00:00:00,11.9,8.6,14.7,0,,,,,,
2016-12-30 00:00:00,11.6,8.2,15.9,0,,,,,,
2016-12-31 00:00:00,10.7,7.4,12.9,0,,,,,,
2017-01-01 00:00:00,9.1,6.4,11.6,0,,,,,,
2017-01-02 00:00:00,12.8,6.6,15.6,8.9,,,,,,
2017-01-03 00:00:00,16.1,11,19,0,1,,,,,
2017-01-04 00:00:00,14.2,12.7,16.4,0,,,,,,
2017-01-05 00:00:00,11.2,9.7,13.1,0,,,,,,
2017-01-06 00:00:00,10.7,8.4,12.7,0,,,,,,
2017-01-07 00:00:00,10.8,7.8,13.6,0,,,,,,
2017-01-08 00:00:00,10.2,7.2,13.4,0,,,,,,
2017-01-09 00:00:00,10.4,6,16,0,,,,,,
2017-01-10 00:00:00,13.6,6.2,16.7,0,,,,,,
2017-01-11 00:00:00,14.5,12.6,19.2,0,,,,,,
2017-01-12 00:00:00,11.6,9.1,13.6,0,,,,,,
2017-01-13 00:00:00,11.9,9.8,14.2,0,,,,,,
2017-01-14 00:00:00,9.9,7.7,12.6,0,,,,,,
2017-01-15 00:00:00,9.9,6.8,13.9,0,,,,,,
2017-01-16 00:00:00,10.4,6.2,14.8,0,,,,,,
2017-01-17 00:00:00,11.4,6.1,16.8,0,,,,,,
2017-01-18 00:00:00,8.2,5.3,11.4,0,,,,,,
2017-01-19 00:00:00,7.3,3.9,9.4,0,,,,,,
2017-01-20 00:00:00,6.3,3.1,10.7,0,,,,,,
2017-01-21 00:00:00,,3.1,14.1,0,,,,,,
2017-01-22 00:00:00,,6.3,15.5,0,,,,,,
2017-01-23 00:00:00,,8.3,16.5,0,,,,,,
2017-01-24 00:00:00,,7.2,16.2,0,,,,,,
2017-01-25 00:00:00,,4.5,13.3,0,,,,,,
2017-01-26 00:00:00,11.6,4.7,13.4,43.1,,,,,,
2017-01-27 00:00:00,10.5,8.6,14,7.1,,,,,,
2017-01-28 00:00:00,11.4,8.7,16.4,2.1,,,,,,
2017-01-29 00:00:00,14.2,10.4,17.2,0,,,,,,
2017-01-30 00:00:00,13.7,12.6,17.2,0,,,,,,
2017-01-31 00:00:00,12,11,12.7,18.9,,,,,,
2017-02-01 00:00:00,12.7,10.2,16.6,2.4,,,,,,
2017-02-02 00:00:00,14.4,11.2,16.4,6.1,1,,,,,
2017-02-03 00:00:00,14.7,12.8,16,0.2,,,,,,
2017-02-04 00:00:00,15,14.2,16,4.2,,,,,,
2017-02-05 00:00:00,13.4,11.1,16.6,0,,,,,,
2017-02-06 00:00:00,13,9.7,17.4,0,,,,,,
2017-02-07 00:00:00,13.5,11.4,15.2,6.4,,,,,,
2017-02-08 00:00:00,11.2,8.8,14.8,0,,,,,,
2017-02-09 00:00:00,9.3,6.2,14.7,7,,,,,,
2017-02-10 00:00:00,7.8,6.2,9.9,4.4,,,,,,
2017-02-11 00:00:00,8.8,6.8,11.4,8,,,,,,
2017-02-12 00:00:00,11.5,7.8,15.6,12.6,1,,,,,
2017-02-13 00:00:00,12.2,9.6,16.6,6.2,,,,,,
2017-02-14 00:00:00,13.5,10.6,17.8,14.1,2,,,,,
2017-02-15 00:00:00,13.6,10.8,17.1,0,,,,,,
2017-02-16 00:00:00,14.2,10.8,18,0,,,,,,
2017-02-17 00:00:00,13.7,10.2,18.7,0,,,,,,
2017-02-18 00:00:00,12.6,10.1,16.1,0,,,,,,
2017-02-19 00:00:00,12.8,9.3,17,0.6,,,,,,
2017-02-20 00:00:00,14.6,10.5,18,0,,,,,,
2017-02-21 00:00:00,15.1,11.3,18,0,,,,,,
2017-02-22 00:00:00,15.5,12,19.5,0,,,,,,
2017-02-23 00:00:00,14.6,12.7,18.7,0,,,,,,
2017-02-24 00:00:00,14,11.8,18.2,0,,,,,,
2017-02-25 00:00:00,12.7,10.8,15.8,0,,,,,,
2017-02-26 00:00:00,12.6,10.8,16.3,0,,,,,,
2017-02-27 00:00:00,12.9,11.2,16.2,3.7,,,,,,
2017-02-28 00:00:00,12.8,10.5,16.6,0,,,,,,
2017-03-01 00:00:00,12.8,10.8,15,0,,,,,,
2017-03-02 00:00:00,13.1,10.7,17.9,0,,,,,,
2017-03-03 00:00:00,10.1,8,13,13.3,,,,,,
2017-03-04 00:00:00,11.1,8.1,14.8,19.5,1,,,,,
2017-03-05 00:00:00,14.7,8.3,16.3,1.9,,,,,,
2017-03-06 00:00:00,15.2,12.7,19.6,0,,,,,,
2017-03-07 00:00:00,16.3,12.2,21.3,0,,,,,,
2017-03-08 00:00:00,16.8,12.1,21.6,0,,,,,,
2017-03-09 00:00:00,19,13.5,25.2,0,,,,,,
2017-03-10 00:00:00,18,14,24.2,0,,,,,,
2017-03-11 00:00:00,15.6,12.9,19.8,0,,,,,,
2017-03-12 00:00:00,13.9,11.7,17.8,0,,,,,,
2017-03-13 00:00:00,13.4,10.8,16.6,0,,,,,,
2017-03-14 00:00:00,14.8,12.5,16.9,0,,,,,,
2017-03-15 00:00:00,17.1,13.5,21.6,0,,,,,,
2017-03-16 00:00:00,15.2,11.6,19.8,0,,,,,,
2017-03-17 00:00:00,15.9,12.4,19,0,,,,,,
2017-03-18 00:00:00,17.6,12.7,23,0,,,,,,
2017-03-19 00:00:00,15.6,11.9,22.4,0,,,,,,
2017-03-20 00:00:00,13.6,12.4,17.2,0,,,,,,
2017-03-21 00:00:00,13.8,11.7,17.3,0,,,,,,
2017-03-22 00:00:00,11.5,7.8,14.8,2.9,,,,,,
2017-03-23 00:00:00,8.1,6.4,12.4,7.6,1,,,,,
2017-03-24 00:00:00,9.1,6.6,14.3,6,,,,,,
2017-03-25 00:00:00,10.9,8.3,15.1,1.5,1,,,,,
2017-03-26 00:00:00,10.3,9.9,14.5,31.3,,,,,,
2017-03-27 00:00:00,13.8,9.7,17.6,0.1,,,,,,
2017-03-28 00:00:00,13.6,10.5,18.8,0,,,,,,
2017-03-29 00:00:00,15.7,10.4,22,0,,,,,,
2017-03-30 00:00:00,16,12.8,21.8,0,,,,,,
2017-03-31 00:00:00,15.3,12.2,19.6,0,,,,,,
2017-04-01 00:00:00,14.4,11.2,18.8,0,,,,,,
2017-04-02 00:00:00,14.8,10.5,20,0,,,,,,
2017-04-03 00:00:00,17,11.9,23.3,0,,,,,,
2017-04-04 00:00:00,17.8,13.8,24.7,0,,,,,,
2017-04-05 00:00:00,19.9,14.2,25,0,,,,,,
2017-04-06 00:00:00,18.7,13.8,23.8,0,,,,,,
2017-04-07 00:00:00,19.7,14,25.2,0,,,,,,
2017-04-08 00:00:00,19.4,14.9,24.4,0,,,,,,
2017-04-09 00:00:00,18.8,13.8,24.7,0,,,,,,
2017-04-10 00:00:00,19.9,14.5,24.9,0,,,,,,
2017-04-11 00:00:00,20.5,15.5,27.6,0,,,,,,
2017-04-12 00:00:00,19.7,14.8,26.8,0,,,,,,
2017-04-13 00:00:00,17.1,14,22.4,0,,,,,,
2017-04-14 00:00:00,17.4,14,22.3,0,,,,,,
2017-04-15 00:00:00,17.6,14.1,22.9,0,,,,,,
2017-04-16 00:00:00,17.8,13.2,23.7,0,,,,,,
2017-04-17 00:00:00,19.4,13.1,27,0,,,,,,
2017-04-18 00:00:00,21.2,16.8,24.2,0,,,,,,
2017-04-19 00:00:00,19.8,16.5,25.6,0,,,,,,
2017-04-20 00:00:00,20.2,15.6,25.5,0,,,,,,
2017-04-21 00:00:00,18.3,14.8,22.9,0,,,,,,
2017-04-22 00:00:00,18.2,14.8,23.8,0,,,,,,
2017-04-23 00:00:00,19.8,16.5,25,0,,,,,,
2017-04-24 00:00:00,18.5,14.9,24.2,0,,,,,,
2017-04-25 00:00:00,16.2,13.6,21.1,0,,,,,,
2017-04-26 00:00:00,14.9,12.6,18.8,0,,,,,,
2017-04-27 00:00:00,15.4,11.4,20,0,,,,,,
2017-04-28 00:00:00,16.9,13,21.8,0,,,,,,
2017-04-29 00:00:00,15.7,12.4,21,0,,,,,,
2017-04-30 00:00:00,15.1,12.6,18.7,0,,,,,,
2017-05-01 00:00:00,14.5,10.7,19,0,,,,,,
2017-05-02 00:00:00,17.8,11.4,25.2,0,,,,,,
2017-05-03 00:00:00,19,15.4,28.5,0,,,,,,
2017-05-04 00:00:00,19.2,14.7,22.8,3.2,,,,,,
2017-05-05 00:00:00,15.9,13.6,20,13.3,,,,,,
2017-05-06 00:00:00,17.7,14.3,21.9,0,,,,,,
2017-05-07 00:00:00,19.9,14.6,26.4,0,,,,,,
2017-05-08 00:00:00,20.8,15.8,26,0,,,,,,
2017-05-09 00:00:00,17.8,15.5,22.2,2.5,,,,,,
2017-05-10 00:00:00,16.8,15.8,19.2,12.8,,,,,,
2017-05-11 00:00:00,16.2,13.5,19.4,15.1,,,,,,
2017-05-12 00:00:00,16.9,14.1,20.6,8.1,,,,,,
2017-05-13 00:00:00,17.2,13.8,21,0.1,,,,,,
2017-05-14 00:00:00,18.6,16,22,0,,,,,,
2017-05-15 00:00:00,21.6,16.5,27.2,0,,,,,,
2017-05-16 00:00:00,24.1,20.2,30.6,0,,,,,,
2017-05-17 00:00:00,20.8,15.4,26.2,0,,,,,,
2017-05-18 00:00:00,16.3,13.9,19.9,0,,,,,,
2017-05-19 00:00:00,16.7,12.6,21.6,0,,,,,,
2017-05-20 00:00:00,22.1,13.5,29.8,0,,,,,,
2017-05-21 00:00:00,22.3,17.5,28.2,0,,,,,,
2017-05-22 00:00:00,21.1,18,26.7,0,,,,,,
2017-05-23 00:00:00,24.3,17.6,32,0,,,,,,
2017-05-24 00:00:00,24.2,18.3,29.9,0,,,,,,
2017-05-25 00:00:00,24,18.7,29.8,0,,,,,,
2017-05-26 00:00:00,18.9,17,22.7,0,,,,,,
2017-05-27 00:00:00,18.7,16.4,22.2,0,,,,,,
2017-05-28 00:00:00,19.1,17.5,23.3,1.5,,,,,,
2017-05-29 00:00:00,19.2,17.4,23,3,,,,,,
2017-05-30 00:00:00,19.8,16.4,24.9,0,,,,,,
2017-05-31 00:00:00,20.1,16.5,25.5,0,,,,,,
2017-06-01 00:00:00,20.1,15.9,27.3,0,,,,,,
2017-06-02 00:00:00,19.9,15.3,26.3,0,,,,,,
2017-06-03 00:00:00,18.4,16.3,22.5,0,,,,,,
2017-06-04 00:00:00,18.3,15.6,22.2,0,,,,,,
2017-06-05 00:00:00,19.3,15.2,24.8,0,,,,,,
2017-06-06 00:00:00,19.6,17.1,24.8,0,,,,,,
2017-06-07 00:00:00,24.1,16,31.7,0,,,,,,
2017-06-08 00:00:00,22.6,18.7,27,0,,,,,,
2017-06-09 00:00:00,21.7,18.1,26.9,0,,,,,,
2017-06-10 00:00:00,22.9,18.1,29.5,0,,,,,,
2017-06-11 00:00:00,22.3,18.3,28.6,0,,,,,,
2017-06-12 00:00:00,24.1,18.4,32.4,0,,,,,,
2017-06-13 00:00:00,23.9,18.5,31.6,0,,,,,,
2017-06-14 00:00:00,22.8,19.5,27.3,0,,,,,,
2017-06-15 00:00:00,23,17.4,29.2,0,,,,,,
2017-06-16 00:00:00,26.5,18,35.6,0,,,,,,
2017-06-17 00:00:00,31.3,23.5,39.4,0,,,,,,
2017-06-18 00:00:00,30.8,24.9,25.9,0,,,,,,
2017-06-19 00:00:00,27.8,22.6,36.5,0,,,,,,
2017-06-20 00:00:00,25.9,21.6,31.8,0,,,,,,
2017-06-21 00:00:00,22.1,19.9,25.2,0,,,,,,
2017-06-22 00:00:00,22.3,18.4,28,0,,,,,,
2017-06-23 00:00:00,23.2,18,29.4,0,,,,,,
2017-06-24 00:00:00,21.9,19,26.5,0,,,,,,
2017-06-25 00:00:00,20.3,18.4,25.2,0.1,,,,,,
2017-06-26 00:00:00,20.4,17.8,24.5,0,,,,,,
2017-06-27 00:00:00,21.1,17.4,25.6,0,,,,,,
2017-06-28 00:00:00,20.6,17.8,24.5,0.4,,,,,,
2017-06-29 00:00:00,19.1,16.4,23.4,0,,,,,,
2017-06-30 00:00:00,18.7,15.6,22.6,0,,,,,,
2017-07-01 00:00:00,19.8,14.8,25.2,0,,,,,,
2017-07-02 00:00:00,25.4,18.6,33.2,0,,,,,,
2017-07-03 00:00:00,27.4,21,33.4,0,,,,,,
2017-07-04 00:00:00,22.8,19.5,27.6,0,,,,,,
2017-07-05 00:00:00,19.9,17.8,23.1,0,,,,,,
2017-07-06 00:00:00,19.8,16.8,24.3,1.7,,,,,,
2017-07-07 00:00:00,20.9,17.9,25.2,0,,,,,,
2017-07-08 00:00:00,19.8,18.5,22.4,0,,,,,,
2017-07-09 00:00:00,20.8,17.9,25.6,0,,,,,,
2017-07-10 00:00:00,20.6,18,25.4,0,,,,,,
2017-07-11 00:00:00,22.2,16.7,29,0,,,,,,
2017-07-12 00:00:00,25.7,19.6,32.2,0,,,,,,
2017-07-13 00:00:00,26.7,22.7,32.5,0,,,,,,
2017-07-14 00:00:00,24.2,18.8,31.4,0,,,,,,
2017-07-15 00:00:00,23.8,17.9,30.6,0,,,,,,
2017-07-16 00:00:00,23.3,18.4,28.5,0,,,,,,
2017-07-17 00:00:00,21.3,17.3,26.4,0,,,,,,
2017-07-18 00:00:00,20.8,17.5,25.5,0,,,,,,
2017-07-19 00:00:00,21.4,19.1,26,0.3,,,,,,
2017-07-20 00:00:00,19.7,17.4,23.4,0,,,,,,
2017-07-21 00:00:00,19.8,16.2,24.2,0,,,,,,
2017-07-22 00:00:00,21.1,17.7,26.4,0,,,,,,
2017-07-23 00:00:00,21.6,16.8,27.4,0,,,,,,
2017-07-24 00:00:00,21.9,18.9,27.5,0,,,,,,
2017-07-25 00:00:00,24,18.1,32.1,0,,,,,,
2017-07-26 00:00:00,25.8,20.3,32.3,0,,,,,,
2017-07-27 00:00:00,22.9,17.9,28.6,0,,,,,,
2017-07-28 00:00:00,24.6,19.6,31.8,0,,,,,,
2017-07-29 00:00:00,23.6,19.9,31,0,,,,,,
2017-07-30 00:00:00,22.3,20,26.8,0,,,,,,
2017-07-31 00:00:00,19.9,16.8,24.2,0,,,,,,
2017-08-01 00:00:00,21.1,17,26.5,0,,,,,,
2017-08-02 00:00:00,21.8,17.1,27.4,0,,,,,,
2017-08-03 00:00:00,24.7,20,31.2,0,,,,,,
2017-08-04 00:00:00,25.1,21.3,31.5,0,,,,,,
2017-08-05 00:00:00,22.3,19.9,27,0,,,,,,
2017-08-06 00:00:00,22.9,17,30.6,0,,,,,,
2017-08-07 00:00:00,20.4,17.4,26.2,0,,,,,,
2017-08-08 00:00:00,19.9,16.1,24.9,0,,,,,,
2017-08-09 00:00:00,19.3,16,23.4,0,,,,,,
2017-08-10 00:00:00,23,18.2,29.9,0,,,,,,
2017-08-11 00:00:00,28.8,19.2,33.6,0,,,,,,
2017-08-12 00:00:00,27.5,20.7,34,0,,,,,,
2017-08-13 00:00:00,25.9,20.3,31.8,0,,,,,,
2017-08-14 00:00:00,23.2,18.6,30.4,0,,,,,,
2017-08-15 00:00:00,21.9,18,28.7,0,,,,,,
2017-08-16 00:00:00,22.7,17.4,29.2,0,,,,,,
2017-08-17 00:00:00,24.5,19.9,32.6,0,,,,,,
2017-08-18 00:00:00,23.8,19.1,29.6,0,,,,,,
2017-08-19 00:00:00,24.6,19.6,31.6,0,,,,,,
2017-08-20 00:00:00,25.9,21.7,33.9,0,,,,,,
2017-08-21 00:00:00,24.7,20.3,29.7,0,,,,,,
2017-08-22 00:00:00,23.6,18.5,31.1,0,,,,,,
2017-08-23 00:00:00,23.4,19,30.8,0,,,,,,
2017-08-24 00:00:00,22,18.1,28.6,0,,,,,,
2017-08-25 00:00:00,22.2,16.2,27.8,0,,,,,,
2017-08-26 00:00:00,23.4,20.1,28.8,0,,,,,,
2017-08-27 00:00:00,21.2,18.6,25.8,0,,,,,,
2017-08-28 00:00:00,19.8,17.8,25.2,4.1,,,,,,
2017-08-29 00:00:00,20.2,17.5,23.7,0.7,,,,,,
2017-08-30 00:00:00,21.3,17.6,26.7,0,,,,,,
2017-08-31 00:00:00,21.7,17.5,28.2,0,,,,,,
