date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-10-22 00:00:00,18.4,15.1,21.8,0,,,,,,
2015-10-23 00:00:00,18,14.6,21.4,0,,,,,,
2015-10-24 00:00:00,17,16.2,17.4,1.6,,,,,,
2015-10-25 00:00:00,16.4,15.3,17.5,15.1,,,,,,
2015-10-26 00:00:00,16.9,13.7,21.4,37.5,,,,,,
2015-10-27 00:00:00,15.3,12.8,19.6,0.5,,,,,,
2015-10-28 00:00:00,16.9,14.2,20.5,0,,,,,,
2015-10-29 00:00:00,18.6,16.5,22.5,0,,,,,,
2015-10-30 00:00:00,17.7,16.2,20.2,1.9,,,,,,
2015-10-31 00:00:00,15.7,12.7,19.7,7.6,,,,,,
2015-11-01 00:00:00,15,13.7,18,7.6,,,,,,
2015-11-02 00:00:00,15.2,13.3,17.1,1.7,,,,,,
2015-11-03 00:00:00,16.8,13.7,21.2,0,,,,,,
2015-11-04 00:00:00,17.6,16,20.6,13.6,,,,,,
2015-11-05 00:00:00,18.4,16.3,21,3.1,,,,,,
2015-11-06 00:00:00,19.2,17,23.4,0,,,,,,
2015-11-07 00:00:00,19.8,16.7,23.7,0,,,,,,
2015-11-08 00:00:00,18.8,16,23,0,,,,,,
2015-11-09 00:00:00,19.1,15.6,22.6,0,,,,,,
2015-11-10 00:00:00,18.2,15.2,22.1,0,,,,,,
2015-11-11 00:00:00,17.4,14.2,21.7,0,,,,,,
2015-11-12 00:00:00,16.8,14.4,21.5,0,,,,,,
2015-11-13 00:00:00,16.7,14.1,20.7,0,,,,,,
2015-11-14 00:00:00,16.2,13.1,19.5,0,,,,,,
2015-11-15 00:00:00,16.1,13.2,20.1,0,,,,,,
2015-11-16 00:00:00,15.9,13.6,20.4,0,,,,,,
2015-11-17 00:00:00,15.6,12.4,19.7,0,,,,,,
2015-11-18 00:00:00,15.6,12.8,18.8,0,,,,,,
2015-11-19 00:00:00,15.6,12.9,19.6,0,,,,,,
2015-11-20 00:00:00,15.3,12.3,19.9,0,,,,,,
2015-11-21 00:00:00,14.9,11.8,17.1,0,,,,,,
2015-11-22 00:00:00,11.8,9.9,15.2,0,,,,,,
2015-11-23 00:00:00,11.8,10.2,13.9,0,,,,,,
2015-11-24 00:00:00,11.7,7.1,15.5,0,,,,,,
2015-11-25 00:00:00,14.9,8.5,17.9,0,,,,,,
2015-11-26 00:00:00,15.4,12.8,19.1,0,,,,,,
2015-11-27 00:00:00,15.6,13.9,19.6,0,,,,,,
2015-11-28 00:00:00,14.6,13.1,18.2,0,,,,,,
2015-11-29 00:00:00,13.8,11.1,17.2,0,,,,,,
2015-11-30 00:00:00,12.6,9.4,15.5,0,,,,,,
2015-12-01 00:00:00,13,9.8,15.6,0,,,,,,
2015-12-02 00:00:00,14,10.1,16.6,0,,,,,,
2015-12-03 00:00:00,14,10.4,19.8,0,,,,,,
2015-12-04 00:00:00,15.1,13.3,17.6,0,,,,,,
2015-12-05 00:00:00,14.6,11.9,19.6,0,,,,,,
2015-12-06 00:00:00,12,10,13.8,0,,,,,,
2015-12-07 00:00:00,14,10.2,15.7,0.4,,,,,,
2015-12-08 00:00:00,14.3,11.9,16.8,0,,,,,,
2015-12-09 00:00:00,14.5,12.4,16.3,0,,,,,,
2015-12-10 00:00:00,14.8,14,16,0,,,,,,
2015-12-11 00:00:00,13.3,11.3,14.8,0,,,,,,
2015-12-12 00:00:00,14.1,11.3,17.8,0.1,,,,,,
2015-12-13 00:00:00,14.3,12.7,18,15.5,,,,,,
2015-12-14 00:00:00,16.3,12.7,18,12.3,,,,,,
2015-12-15 00:00:00,17.8,14.5,21.7,0,,,,,,
2015-12-16 00:00:00,14.6,12,18,0,,,,,,
2015-12-17 00:00:00,15.3,11.5,19.6,0,,,,,,
2015-12-18 00:00:00,16.3,11.6,19.7,0,,,,,,
2015-12-19 00:00:00,15.7,11.6,19.2,0.2,,,,,,
2015-12-20 00:00:00,14.7,12.1,17.6,0.1,,,,,,
2015-12-21 00:00:00,10.6,9,12.9,0,,,,,,
2015-12-22 00:00:00,7.9,7,9.2,0,,,,,,
2015-12-23 00:00:00,8.7,6.7,10.9,0,,,,,,
2015-12-24 00:00:00,10.8,7.5,13.4,0,,,,,,
2015-12-25 00:00:00,12.1,9.8,15.5,0,,,,,,
2015-12-26 00:00:00,12.3,9.6,15.8,0,,,,,,
2015-12-27 00:00:00,13.3,9.4,17.2,0.1,,,,,,
2015-12-28 00:00:00,15.4,9.6,17.6,7.1,,,,,,
2015-12-29 00:00:00,13.3,10.8,18.3,0,,,,,,
2015-12-30 00:00:00,15.1,11,18,2.1,,,,,,
2015-12-31 00:00:00,13.6,12.2,16.4,0.1,,,,,,
2016-01-01 00:00:00,14.1,11.9,18.2,4.5,,,,,,
2016-01-02 00:00:00,13.3,11,17.4,0,,,,,,
2016-01-03 00:00:00,15.1,11.4,16.7,6.9,,,,,,
2016-01-04 00:00:00,15.5,12.9,17.3,13.6,,,,,,
2016-01-05 00:00:00,10.9,9.7,14.6,4.3,,,,,,
2016-01-06 00:00:00,12.2,9.5,16.2,2.9,,,,,,
2016-01-07 00:00:00,15.1,11,17,7.9,,,,,,
2016-01-08 00:00:00,14.9,12.6,17,9.7,,,,,,
2016-01-09 00:00:00,13.4,10.1,16.4,3.8,,,,,,
2016-01-10 00:00:00,15.3,13.5,17.6,4,,,,,,
2016-01-11 00:00:00,13.1,11.8,17.2,6.8,,,,,,
2016-01-12 00:00:00,12.4,10.2,16.8,0,,,,,,
2016-01-13 00:00:00,11.6,8,15.9,0,,,,,,
2016-01-14 00:00:00,14.2,8.6,16.2,3.2,,,,,,
2016-01-15 00:00:00,12.3,10.3,15.5,0,,,,,,
2016-01-16 00:00:00,9.9,6.8,13.3,0,,,,,,
2016-01-17 00:00:00,8.5,6.9,11.4,1.3,,,,,,
2016-01-18 00:00:00,12.4,7,17.2,0,,,,,,
2016-01-19 00:00:00,12.9,10.3,16.6,11.3,,,,,,
2016-01-20 00:00:00,13.8,11.4,18,0.1,,,,,,
2016-01-21 00:00:00,14.9,11.7,17,14.1,,,,,,
2016-01-22 00:00:00,14.9,13.7,16.9,1.4,,,,,,
2016-01-23 00:00:00,15.8,13.2,19.1,0.1,,,,,,
2016-01-24 00:00:00,15.6,12.1,20.2,0,,,,,,
2016-01-25 00:00:00,13.9,11.4,17.2,12.6,,,,,,
2016-01-26 00:00:00,12.2,10,16.8,0,,,,,,
2016-01-27 00:00:00,12.1,10,16.7,0,,,,,,
2016-01-28 00:00:00,13,9.8,16.5,11.2,,,,,,
2016-01-29 00:00:00,12.6,10.9,16.1,0,,,,,,
2016-01-30 00:00:00,12.4,10,16.4,0,,,,,,
2016-01-31 00:00:00,13.9,11.3,16.4,0,,,,,,
2016-02-01 00:00:00,13.6,10.8,17.3,0,,,,,,
2016-02-02 00:00:00,13.2,11.4,16.6,0,,,,,,
2016-02-03 00:00:00,14.5,11.9,18.3,0,,,,,,
2016-02-04 00:00:00,12.7,10.2,16,0,,,,,,
2016-02-05 00:00:00,11.9,9,16,0,,,,,,
2016-02-06 00:00:00,13.5,9.3,16.7,10.3,,,,,,
2016-02-07 00:00:00,13.1,10.9,17.7,0.1,,,,,,
2016-02-08 00:00:00,14.3,12,18,0.2,,,,,,
2016-02-09 00:00:00,14.8,13.3,18.4,1.1,,,,,,
2016-02-10 00:00:00,14.8,13.8,15.7,9.4,,,,,,
2016-02-11 00:00:00,14.7,14.1,17.6,2.3,,,,,,
2016-02-12 00:00:00,14.9,13.2,16,8.1,,,,,,
2016-02-13 00:00:00,14.6,14.4,15.2,7.1,,,,,,
2016-02-14 00:00:00,11.3,8.5,14.4,7.9,,,,,,
2016-02-15 00:00:00,10.4,8,13.5,1.7,,,,,,
2016-02-16 00:00:00,9.4,6.6,13.2,0,,,,,,
2016-02-17 00:00:00,9,5,13.2,8.1,,,,,,
2016-02-18 00:00:00,9.3,6.3,13.3,1.2,,,,,,
2016-02-19 00:00:00,10.7,7.5,15,0,,,,,,
2016-02-20 00:00:00,12.6,8.6,16.5,0,,,,,,
2016-02-21 00:00:00,13,9.9,18.2,2,,,,,,
2016-02-22 00:00:00,13.9,10.5,19.8,0,,,,,,
2016-02-23 00:00:00,12.4,10.3,16.4,0,,,,,,
2016-02-24 00:00:00,12.7,9.7,16,2.9,,,,,,
2016-02-25 00:00:00,12.8,10,18.2,0,,,,,,
2016-02-26 00:00:00,10.4,7.9,12.8,18.2,,,,,,
2016-02-27 00:00:00,6.9,5,10.6,14.1,,,,,,
2016-02-28 00:00:00,10.4,5,14.4,0.1,,,,,,
2016-02-29 00:00:00,11.5,8.6,15.4,0,,,,,,
2016-03-01 00:00:00,12.9,8.6,19.5,0,,,,,,
2016-03-02 00:00:00,13.3,10.8,17.2,0,,,,,,
2016-03-03 00:00:00,12.6,10.3,16.5,0,,,,,,
2016-03-04 00:00:00,12.2,10.4,16.2,0.1,,,,,,
2016-03-05 00:00:00,11.3,8.7,16.1,0.8,,,,,,
2016-03-06 00:00:00,10.8,8.4,14,0.1,,,,,,
2016-03-07 00:00:00,11.6,9.4,14.2,1.1,,,,,,
2016-03-08 00:00:00,11.9,9.1,15.9,0,,,,,,
2016-03-09 00:00:00,12.2,9.8,15.6,0,,,,,,
2016-03-10 00:00:00,12.1,9.6,15.4,0,,,,,,
2016-03-11 00:00:00,12.6,9.5,16.6,0,,,,,,
2016-03-12 00:00:00,12.7,8.2,18.2,0,,,,,,
2016-03-13 00:00:00,13.1,8.4,18.8,0,,,,,,
2016-03-14 00:00:00,12,8.1,17.7,0,,,,,,
2016-03-15 00:00:00,12.9,11,17,6.6,,,,,,
2016-03-16 00:00:00,12.3,9.4,17.4,0,,,,,,
2016-03-17 00:00:00,13.1,9.2,18.4,0,,,,,,
2016-03-18 00:00:00,13.2,11.9,15.9,12.4,,,,,,
2016-03-19 00:00:00,12.3,9.9,16.9,9.8,,,,,,
2016-03-20 00:00:00,11.4,9.2,16,2,,,,,,
2016-03-21 00:00:00,11.9,10.2,16.9,4.3,,,,,,
2016-03-22 00:00:00,13.2,10.3,17.9,0,,,,,,
2016-03-23 00:00:00,13.2,9.8,16.5,0.3,,,,,,
2016-03-24 00:00:00,13.9,10.4,20,0,,,,,,
2016-03-25 00:00:00,13.6,9,18.3,0,,,,,,
2016-03-26 00:00:00,13.8,13,15.7,5.4,,,,,,
2016-03-27 00:00:00,12.8,9,17.6,0,,,,,,
2016-03-28 00:00:00,14.4,12.2,17.8,0,,,,,,
2016-03-29 00:00:00,15.1,12.4,19.6,0,,,,,,
2016-03-30 00:00:00,12.9,9.3,18.7,1.1,,,,,,
2016-03-31 00:00:00,11.6,8.9,15.2,0.5,,,,,,
2016-04-01 00:00:00,12.6,9,17.6,0,,,,,,
2016-04-02 00:00:00,12.1,8.7,17,6.9,,,,,,
2016-04-03 00:00:00,12.6,10.4,16.2,10.1,,,,,,
2016-04-04 00:00:00,13.2,11.7,15.1,14.3,,,,,,
2016-04-05 00:00:00,13.5,11.1,17.2,0,,,,,,
2016-04-06 00:00:00,15,11.2,20.4,0,,,,,,
2016-04-07 00:00:00,15.3,12.2,21.6,0,,,,,,
2016-04-08 00:00:00,12.9,10.5,16.2,0,,,,,,
2016-04-09 00:00:00,12.8,10.5,16.1,0.1,,,,,,
2016-04-10 00:00:00,12.5,10.7,15.8,2.5,,,,,,
2016-04-11 00:00:00,12.5,9.2,16.8,0.8,,,,,,
2016-04-12 00:00:00,13.7,10.6,17.6,18.2,,,,,,
2016-04-13 00:00:00,14.4,11.1,18.2,1,,,,,,
2016-04-14 00:00:00,15,13.4,16.5,9.8,,,,,,
2016-04-15 00:00:00,15.3,14.7,16.9,24.3,,,,,,
2016-04-16 00:00:00,15.4,13,18.2,14.5,,,,,,
2016-04-17 00:00:00,14.8,11.8,18.6,0,,,,,,
2016-04-18 00:00:00,15.9,11.6,21.6,0.1,,,,,,
2016-04-19 00:00:00,15.7,12.4,18.8,4.1,,,,,,
2016-04-20 00:00:00,14.9,12.3,18.7,0,,,,,,
2016-04-21 00:00:00,15.3,12.3,18.7,3.9,,,,,,
2016-04-22 00:00:00,15.4,13,19.2,0.2,,,,,,
2016-04-23 00:00:00,16,13.6,20,0,,,,,,
2016-04-24 00:00:00,16.6,11.9,22,0,,,,,,
2016-04-25 00:00:00,17.7,13.1,24,0,,,,,,
2016-04-26 00:00:00,16,11.8,21.8,0,,,,,,
2016-04-27 00:00:00,15.3,12.4,20.4,0,,,,,,
2016-04-28 00:00:00,15.6,12.1,19.7,0,,,,,,
2016-04-29 00:00:00,16.8,12.5,22.7,0,,,,,,
2016-04-30 00:00:00,15.8,12,20.8,0,,,,,,
2016-05-01 00:00:00,18.3,13.8,23,0,,,,,,
2016-05-02 00:00:00,19.8,15.5,25.4,0,,,,,,
2016-05-03 00:00:00,23.4,16.8,29.2,0,,,,,,
2016-05-04 00:00:00,21,17.6,26.7,0,,,,,,
2016-05-05 00:00:00,16,15,17.6,14.6,,,,,,
2016-05-06 00:00:00,14.3,13,16.2,3.9,,,,,,
2016-05-07 00:00:00,13.4,12.9,16.8,46.4,,,,,,
2016-05-08 00:00:00,15.3,12.5,18,3.4,,,,,,
2016-05-09 00:00:00,14.1,12.2,16.3,7.9,,,,,,
2016-05-10 00:00:00,14.3,11.6,18.1,8,,,,,,
2016-05-11 00:00:00,13.6,11.6,16.5,12.6,,,,,,
2016-05-12 00:00:00,14.1,12.2,17.3,6.7,,,,,,
2016-05-13 00:00:00,14.9,12.7,18.3,2.6,,,,,,
2016-05-14 00:00:00,15.1,13.1,18.4,0,,,,,,
2016-05-15 00:00:00,16.7,13.4,20.9,0,,,,,,
2016-05-16 00:00:00,17.6,12.8,24.1,0,,,,,,
2016-05-17 00:00:00,16.7,13.8,20.8,0,,,,,,
2016-05-18 00:00:00,17,13,21.6,0,,,,,,
2016-05-19 00:00:00,18.6,14,23,0,,,,,,
2016-05-20 00:00:00,22.2,16.3,28.8,0,,,,,,
2016-05-21 00:00:00,17.9,14.8,22,0,,,,,,
2016-05-22 00:00:00,17.6,14,21.4,0,,,,,,
2016-05-23 00:00:00,17.4,12.6,24,0,,,,,,
2016-05-24 00:00:00,16.6,15.2,20.6,1.1,,,,,,
2016-05-25 00:00:00,17.5,15.1,21.5,0,,,,,,
2016-05-26 00:00:00,17.6,14,21.4,0,,,,,,
2016-05-27 00:00:00,17.7,14.9,20.3,0.1,,,,,,
2016-05-28 00:00:00,16.7,13.1,20.5,9.7,,,,,,
2016-05-29 00:00:00,17.1,14.4,20.8,0,,,,,,
2016-05-30 00:00:00,17.3,13.4,21.6,0,,,,,,
2016-05-31 00:00:00,19.6,14.3,25.6,0,,,,,,
2016-06-01 00:00:00,22.8,16.2,28.5,0,,,,,,
2016-06-02 00:00:00,22.2,18.2,27.8,0,,,,,,
2016-06-03 00:00:00,18.6,15.1,22.8,0,,,,,,
2016-06-04 00:00:00,19.4,14.4,22.8,0,,,,,,
2016-06-05 00:00:00,20,16,24.1,0,,,,,,
2016-06-06 00:00:00,20.9,17.4,25.1,0,,,,,,
2016-06-07 00:00:00,22.7,16.3,28.5,0,,,,,,
2016-06-08 00:00:00,25.3,19.1,32.8,0,,,,,,
2016-06-09 00:00:00,22.1,18.9,26.4,0,,,,,,
2016-06-10 00:00:00,19.8,17.2,23.8,0,,,,,,
2016-06-11 00:00:00,20.1,16.1,24.4,0,,,,,,
2016-06-12 00:00:00,22.3,18.9,27.9,0,,,,,,
2016-06-13 00:00:00,20.3,18.9,22.8,0,,,,,,
2016-06-14 00:00:00,20.1,16.6,25,0,,,,,,
2016-06-15 00:00:00,18,15.9,21.8,0,,,,,,
2016-06-16 00:00:00,18.3,14.6,22.6,0,,,,,,
2016-06-17 00:00:00,18.5,14.8,22.4,0,,,,,,
2016-06-18 00:00:00,18.3,15.3,24.9,0,,,,,,
2016-06-19 00:00:00,,17.4,29.6,0,,,,,,
2016-06-20 00:00:00,28.3,19.4,32.7,0,,,,,,
2016-06-21 00:00:00,24.9,19.4,29.4,0,,,,,,
2016-06-22 00:00:00,23.8,18.5,29.8,0,,,,,,
2016-06-23 00:00:00,21.1,17.4,26.2,0,,,,,,
2016-06-24 00:00:00,20.4,17.6,25.1,0,,,,,,
2016-06-25 00:00:00,20.2,16.7,24.7,0,,,,,,
2016-06-26 00:00:00,22.9,16.9,29.8,0,,,,,,
2016-06-27 00:00:00,26.3,20,32.2,0,,,,,,
2016-06-28 00:00:00,24.9,18.9,31.1,0,,,,,,
2016-06-29 00:00:00,20.9,17.2,25.6,0,,,,,,
2016-06-30 00:00:00,20.3,15.9,26.2,0,,,,,,
2016-07-01 00:00:00,20.2,18,25.2,0,,,,,,
2016-07-02 00:00:00,21.5,16.6,26,0,,,,,,
2016-07-03 00:00:00,26.9,19.2,34.6,0,,,,,,
2016-07-04 00:00:00,22.7,20,26.1,0.3,,,,,,
2016-07-05 00:00:00,21.6,17.4,28.7,0,,,,,,
2016-07-06 00:00:00,20.6,15.7,26.1,0,,,,,,
2016-07-07 00:00:00,23.9,18,29.3,0.6,,,,,,
2016-07-08 00:00:00,24.5,18.6,31.4,0,,,,,,
2016-07-09 00:00:00,25.9,20,32.8,0,,,,,,
2016-07-10 00:00:00,23,18.8,28.5,0,,,,,,
2016-07-11 00:00:00,21.2,17,26.1,0,,,,,,
2016-07-12 00:00:00,20.6,16.9,24.3,0,,,,,,
2016-07-13 00:00:00,19.4,15.8,28.2,0,,,,,,
2016-07-14 00:00:00,30,20.4,33.4,0,,,,,,
2016-07-15 00:00:00,28.8,24.8,35.4,0,,,,,,
2016-07-16 00:00:00,28.2,23.3,32.5,0,,,,,,
2016-07-17 00:00:00,28.6,23,33.8,0,,,,,,
2016-07-18 00:00:00,23.7,19.1,29.4,0,,,,,,
2016-07-19 00:00:00,24.5,19.5,31.6,0,,,,,,
2016-07-20 00:00:00,23.1,18,30.4,0,,,,,,
2016-07-21 00:00:00,21.9,18.5,27.9,0,,,,,,
2016-07-22 00:00:00,22.4,19.8,27.1,0,,,,,,
2016-07-23 00:00:00,26.9,20.3,34.3,0,,,,,,
2016-07-24 00:00:00,29.8,25.7,34.1,0,,,,,,
2016-07-25 00:00:00,29,23.2,34.2,0,,,,,,
2016-07-26 00:00:00,26.4,19.9,32.3,0,,,,,,
2016-07-27 00:00:00,23.1,17.8,29.2,0,,,,,,
2016-07-28 00:00:00,25.1,18.2,32.1,0,,,,,,
2016-07-29 00:00:00,24.6,20,31,0,,,,,,
2016-07-30 00:00:00,20.8,18.3,25,0,,,,,,
2016-07-31 00:00:00,21.8,17.6,27.1,0,,,,,,
2016-08-01 00:00:00,22.4,17.5,28.3,0,,,,,,
2016-08-02 00:00:00,23.5,17.2,31.2,0,,,,,,
2016-08-03 00:00:00,21.5,19.2,28,0,,,,,,
2016-08-04 00:00:00,22.6,19.5,28,0,,,,,,
2016-08-05 00:00:00,23.9,18.3,30,0,,,,,,
2016-08-06 00:00:00,28.3,20.6,35.6,0,,,,,,
2016-08-07 00:00:00,31.4,27.4,35.4,0,,,,,,
2016-08-08 00:00:00,28.9,22.6,33.7,0,,,,,,
2016-08-09 00:00:00,27.1,20.9,35.3,0,,,,,,
2016-08-10 00:00:00,25.5,18.2,32.5,0,,,,,,
2016-08-11 00:00:00,27.8,22.5,32.8,0,,,,,,
2016-08-12 00:00:00,28.6,23.5,33.5,0,,,,,,
2016-08-13 00:00:00,28.6,22.4,35.2,0,,,,,,
2016-08-14 00:00:00,25.4,19.2,31,0,,,,,,
2016-08-15 00:00:00,22.1,17.7,28,0,,,,,,
2016-08-16 00:00:00,21.9,17.3,27.7,0,,,,,,
2016-08-17 00:00:00,22.6,19.5,27.5,0,,,,,,
2016-08-18 00:00:00,22.3,17.6,30,0,,,,,,
2016-08-19 00:00:00,22.4,19.3,27.2,0.1,,,,,,
2016-08-20 00:00:00,21.3,17.4,26,0,,,,,,
2016-08-21 00:00:00,24.3,17.8,31.4,0,,,,,,
2016-08-22 00:00:00,26.3,19.9,32.6,0,,,,,,
2016-08-23 00:00:00,26.9,21.2,34.3,0,,,,,,
2016-08-24 00:00:00,25.2,21,31.2,0,,,,,,
2016-08-25 00:00:00,23.8,19.4,30.7,0,,,,,,
2016-08-26 00:00:00,24.1,19.4,31.2,0,,,,,,
2016-08-27 00:00:00,24.4,19.8,30.2,0,,,,,,
